"sales_id","total_price","quantity","price_per_unit","order_date","product_name"
2521,192,2,96,"2021-07-17","Oxford Cloth"
2522,119,1,119,"2021-07-17","Trench Coat"
2523,96,1,96,"2021-07-17","Oxford Cloth"
2524,102,1,102,"2021-07-17","Windbreaker"
2525,236,2,118,"2021-01-02","Puffer"
2526,184,2,92,"2021-01-02","Denim"
2527,339,3,113,"2021-01-02","Chinos"
2528,306,3,102,"2021-01-02","Windbreaker"
2529,224,2,112,"2021-01-02","Cardigan"
2530,93,1,93,"2021-09-29","Coach"
2531,336,3,112,"2021-09-29","Tracksuit Bottoms"
2532,104,1,104,"2021-09-29","Dress"
2533,94,1,94,"2021-09-29","Cords"
2534,270,3,90,"2021-09-29","Relaxed Leg"
2535,180,2,90,"2021-09-29","Relaxed Leg"
2536,297,3,99,"2021-09-29","High-Waisted"
2537,238,2,119,"2021-09-29","Casual Slim Fit"
2538,112,1,112,"2021-08-22","Cardigan"
2539,224,2,112,"2021-08-22","Tracksuit Bottoms"
2540,182,2,91,"2021-08-22","Linen"
2541,315,3,105,"2021-08-22","Pleated"
2542,200,2,100,"2021-08-22","Bomber"
2543,327,3,109,"2021-08-22","Peacoat"
2544,230,2,115,"2021-08-22","Cropped"
2545,339,3,113,"2021-08-22","Parka"
2546,351,3,117,"2021-10-13","Shearling"
2547,200,2,100,"2021-10-13","Bomber"
2548,226,2,113,"2021-05-24","Chinos"
2549,93,1,93,"2021-05-24","Joggers"
2550,106,1,106,"2021-07-12","Chambray"
2551,117,1,117,"2021-07-12","Shearling"
2552,212,2,106,"2021-07-12","Chambray"
2553,100,1,100,"2021-05-23","Bomber"
2554,318,3,106,"2021-05-23","Wool"
2555,117,1,117,"2021-05-23","Shearling"
2556,186,2,93,"2021-05-23","Joggers"
2557,109,1,109,"2021-05-23","Mandarin Collar"
2558,99,1,99,"2021-05-23","High-Waisted"
2559,339,3,113,"2021-05-23","Chinos"
2560,230,2,115,"2021-05-21","Cropped"
2561,230,2,115,"2021-05-21","Cropped"
2562,119,1,119,"2021-05-21","Casual Slim Fit"
2563,306,3,102,"2021-05-21","Cargo Pants"
2564,196,2,98,"2021-06-23","Camp Collared"
2565,270,3,90,"2021-06-23","Relaxed Leg"
2566,285,3,95,"2021-06-23","Polo"
2567,282,3,94,"2021-06-23","Cords"
2568,354,3,118,"2021-06-23","Puffer"
2569,318,3,106,"2021-06-23","Wool"
2570,306,3,102,"2021-06-23","Cargo Pants"
2571,182,2,91,"2021-06-23","Pullover"
2572,105,1,105,"2021-06-23","Pleated"
2573,196,2,98,"2021-06-03","Camp Collared"
2574,182,2,91,"2021-06-03","Pullover"
2575,117,1,117,"2021-06-03","Shearling"
2576,288,3,96,"2021-06-03","Drawstring"
2577,327,3,109,"2021-06-03","Peacoat"
2578,318,3,106,"2021-08-23","Chambray"
2579,180,2,90,"2021-08-23","Relaxed Leg"
2580,182,2,91,"2021-08-23","Linen"
2581,117,1,117,"2021-08-23","Shearling"
2582,98,1,98,"2021-08-23","Leather"
2583,238,2,119,"2021-08-23","Casual Slim Fit"
2584,182,2,91,"2021-08-23","Linen"
2585,96,1,96,"2021-08-23","Drawstring"
2586,186,2,93,"2021-08-23","Coach"
2587,192,2,96,"2021-02-04","Drawstring"
2588,204,2,102,"2021-02-04","Cargo Pants"
2589,288,3,96,"2021-02-04","Oxford Cloth"
2590,236,2,118,"2021-02-04","Puffer"
2591,230,2,115,"2021-02-04","Cropped"
2592,97,1,97,"2021-02-04","Slim-Fit"
2593,92,1,92,"2021-02-04","Denim"
2594,291,3,97,"2021-02-04","Slim-Fit"
2595,186,2,93,"2021-02-04","Joggers"
2596,98,1,98,"2021-02-04","Camp Collared"
2597,119,1,119,"2021-03-17","Casual Slim Fit"
2598,306,3,102,"2021-03-17","Windbreaker"
2599,282,3,94,"2021-03-17","Henley"
2600,112,1,112,"2021-03-17","Cardigan"
2601,357,3,119,"2021-03-17","Trench Coat"
2602,92,1,92,"2021-03-17","Denim"
2603,354,3,118,"2021-03-17","Puffer"
2604,91,1,91,"2021-03-17","Linen"
2605,321,3,107,"2021-03-19","Denim"
2606,192,2,96,"2021-03-19","Drawstring"
2607,238,2,119,"2021-03-19","Trench Coat"
2608,279,3,93,"2021-04-25","Joggers"
2609,94,1,94,"2021-04-25","Henley"
2610,357,3,119,"2021-04-25","Trench Coat"
2611,238,2,119,"2021-04-25","Trench Coat"
2612,318,3,106,"2021-04-25","Chambray"
2613,339,3,113,"2021-04-25","Chinos"
2614,273,3,91,"2021-07-21","Pullover"
2615,98,1,98,"2021-07-21","Camp Collared"
2616,354,3,118,"2021-07-21","Puffer"
2617,345,3,115,"2021-09-25","Cropped"
2618,339,3,113,"2021-09-25","Chinos"
2619,315,3,105,"2021-09-25","Pleated"
2620,208,2,104,"2021-09-25","Dress"
2621,357,3,119,"2021-09-25","Trench Coat"
2622,188,2,94,"2021-09-25","Henley"
2623,115,1,115,"2021-05-16","Cropped"
2624,188,2,94,"2021-05-16","Cords"
2625,285,3,95,"2021-05-16","Polo"
2626,306,3,102,"2021-05-16","Cargo Pants"
2627,218,2,109,"2021-05-16","Mandarin Collar"
2628,270,3,90,"2021-05-16","Relaxed Leg"
2629,282,3,94,"2021-09-13","Henley"
2630,100,1,100,"2021-09-13","Bomber"
2631,238,2,119,"2021-09-13","Casual Slim Fit"
2632,92,1,92,"2021-09-13","Denim"
2633,204,2,102,"2021-09-13","Windbreaker"
2634,321,3,107,"2021-09-13","Denim"
2635,91,1,91,"2021-09-13","Pullover"
2636,91,1,91,"2021-09-13","Linen"
2637,210,2,105,"2021-09-16","Cuban Collar"
2638,188,2,94,"2021-09-16","Henley"
2639,94,1,94,"2021-09-16","Cords"
2640,354,3,118,"2021-09-16","Puffer"
2641,115,1,115,"2021-09-16","Cropped"
2642,198,2,99,"2021-09-16","High-Waisted"
2643,210,2,105,"2021-01-10","Cuban Collar"
2644,288,3,96,"2021-01-10","Drawstring"
2645,210,2,105,"2021-01-10","Pleated"
2646,279,3,93,"2021-01-07","Joggers"
2647,190,2,95,"2021-01-07","Polo"
2648,327,3,109,"2021-01-07","Peacoat"
2649,190,2,95,"2021-01-07","Polo"
2650,119,1,119,"2021-01-07","Trench Coat"
2651,306,3,102,"2021-01-07","Cargo Pants"
2652,93,1,93,"2021-01-07","Coach"
2653,238,2,119,"2021-01-07","Trench Coat"
2654,236,2,118,"2021-01-07","Puffer"
2655,357,3,119,"2021-01-07","Trench Coat"
2656,115,1,115,"2021-01-07","Cropped"
2657,224,2,112,"2021-01-14","Cardigan"
2658,234,2,117,"2021-01-14","Shearling"
2659,236,2,118,"2021-01-14","Puffer"
2660,297,3,99,"2021-01-14","High-Waisted"
2661,109,1,109,"2021-09-08","Mandarin Collar"
2662,212,2,106,"2021-09-08","Wool"
2663,112,1,112,"2021-09-08","Tracksuit Bottoms"
2664,208,2,104,"2021-09-08","Dress"
2665,210,2,105,"2021-06-04","Pleated"
2666,327,3,109,"2021-06-04","Mandarin Collar"
2667,112,1,112,"2021-06-04","Cardigan"
2668,285,3,95,"2021-09-23","Polo"
2669,288,3,96,"2021-01-25","Drawstring"
2670,357,3,119,"2021-01-25","Trench Coat"
2671,104,1,104,"2021-01-25","Dress"
2672,194,2,97,"2021-01-25","Slim-Fit"
2673,210,2,105,"2021-01-25","Pleated"
2674,91,1,91,"2021-01-25","Linen"
2675,270,3,90,"2021-02-14","Relaxed Leg"
2676,336,3,112,"2021-02-14","Tracksuit Bottoms"
2677,336,3,112,"2021-02-14","Tracksuit Bottoms"
2678,95,1,95,"2021-01-04","Polo"
2679,102,1,102,"2021-01-04","Windbreaker"
2680,282,3,94,"2021-01-04","Henley"
2681,236,2,118,"2021-01-04","Flannel"
2682,96,1,96,"2021-01-04","Oxford Cloth"
2683,90,1,90,"2021-01-04","Relaxed Leg"
2684,106,1,106,"2021-01-04","Chambray"
2685,234,2,117,"2021-01-04","Shearling"
2686,224,2,112,"2021-01-03","Tracksuit Bottoms"
2687,107,1,107,"2021-01-03","Denim"
2688,336,3,112,"2021-01-03","Cardigan"
2689,306,3,102,"2021-01-03","Windbreaker"
2690,345,3,115,"2021-01-03","Cropped"
2691,236,2,118,"2021-03-21","Flannel"
2692,238,2,119,"2021-03-21","Casual Slim Fit"
2693,218,2,109,"2021-03-21","Peacoat"
2694,98,1,98,"2021-03-21","Leather"
2695,182,2,91,"2021-03-21","Pullover"
2696,279,3,93,"2021-03-21","Coach"
2697,354,3,118,"2021-08-20","Puffer"
2698,119,1,119,"2021-08-20","Casual Slim Fit"
2699,204,2,102,"2021-08-20","Cargo Pants"
2700,113,1,113,"2021-08-20","Chinos"
2701,306,3,102,"2021-02-10","Windbreaker"
2702,97,1,97,"2021-02-10","Slim-Fit"
2703,270,3,90,"2021-02-10","Relaxed Leg"
2704,204,2,102,"2021-02-10","Cargo Pants"
2705,192,2,96,"2021-02-10","Drawstring"
2706,351,3,117,"2021-02-10","Shearling"
2707,96,1,96,"2021-07-28","Oxford Cloth"
2708,115,1,115,"2021-07-28","Cropped"
2709,230,2,115,"2021-07-28","Cropped"
2710,180,2,90,"2021-07-28","Relaxed Leg"
2711,105,1,105,"2021-07-28","Pleated"
2712,210,2,105,"2021-07-28","Pleated"
2713,230,2,115,"2021-07-28","Cropped"
2714,109,1,109,"2021-03-05","Mandarin Collar"
2715,100,1,100,"2021-03-05","Bomber"
2716,336,3,112,"2021-03-05","Cardigan"
2717,279,3,93,"2021-03-05","Joggers"
2718,236,2,118,"2021-03-05","Flannel"
2719,279,3,93,"2021-03-05","Coach"
2720,188,2,94,"2021-03-05","Henley"
2721,321,3,107,"2021-06-21","Denim"
2722,192,2,96,"2021-06-21","Drawstring"
2723,119,1,119,"2021-06-21","Casual Slim Fit"
2724,336,3,112,"2021-06-21","Tracksuit Bottoms"
2725,351,3,117,"2021-06-21","Shearling"
2726,112,1,112,"2021-06-21","Cardigan"
2727,94,1,94,"2021-06-21","Henley"
2728,100,1,100,"2021-06-21","Bomber"
2729,198,2,99,"2021-06-21","High-Waisted"
2730,186,2,93,"2021-06-21","Coach"
2731,291,3,97,"2021-06-21","Slim-Fit"
2732,182,2,91,"2021-04-29","Linen"
2733,282,3,94,"2021-04-29","Henley"
2734,118,1,118,"2021-04-29","Flannel"
2735,194,2,97,"2021-04-29","Slim-Fit"
2736,109,1,109,"2021-04-29","Mandarin Collar"
2737,306,3,102,"2021-10-19","Windbreaker"
2738,297,3,99,"2021-10-19","High-Waisted"
2739,297,3,99,"2021-10-19","High-Waisted"
2740,288,3,96,"2021-10-19","Drawstring"
2741,94,1,94,"2021-10-19","Henley"
2742,336,3,112,"2021-10-19","Tracksuit Bottoms"
2743,236,2,118,"2021-10-19","Puffer"
2744,99,1,99,"2021-10-19","High-Waisted"
2745,208,2,104,"2021-10-19","Dress"
2746,273,3,91,"2021-07-17","Linen"
2747,234,2,117,"2021-07-17","Shearling"
2748,315,3,105,"2021-06-02","Cuban Collar"
2749,312,3,104,"2021-08-04","Dress"
2750,238,2,119,"2021-08-04","Trench Coat"
2751,119,1,119,"2021-08-04","Casual Slim Fit"
2752,224,2,112,"2021-08-04","Cardigan"
2753,336,3,112,"2021-08-04","Tracksuit Bottoms"
2754,118,1,118,"2021-08-04","Flannel"
2755,345,3,115,"2021-09-16","Cropped"
2756,224,2,112,"2021-01-10","Cardigan"
2757,339,3,113,"2021-01-10","Chinos"
2758,188,2,94,"2021-01-10","Cords"
2759,204,2,102,"2021-01-10","Cargo Pants"
2760,345,3,115,"2021-01-10","Cropped"
2761,354,3,118,"2021-01-10","Flannel"
2762,291,3,97,"2021-03-06","Slim-Fit"
2763,93,1,93,"2021-03-06","Coach"
2764,230,2,115,"2021-03-06","Cropped"
2765,97,1,97,"2021-03-06","Slim-Fit"
2766,105,1,105,"2021-03-06","Cuban Collar"
2767,306,3,102,"2021-05-07","Cargo Pants"
2768,226,2,113,"2021-05-07","Chinos"
2769,210,2,105,"2021-09-03","Cuban Collar"
2770,188,2,94,"2021-09-03","Henley"
2771,100,1,100,"2021-09-03","Bomber"
2772,294,3,98,"2021-09-03","Leather"
2773,96,1,96,"2021-09-03","Oxford Cloth"
2774,96,1,96,"2021-09-03","Drawstring"
2775,196,2,98,"2021-07-30","Camp Collared"
2776,236,2,118,"2021-07-30","Puffer"
2777,224,2,112,"2021-07-30","Cardigan"
2778,196,2,98,"2021-07-30","Leather"
2779,291,3,97,"2021-07-30","Slim-Fit"
2780,212,2,106,"2021-07-30","Chambray"
2781,339,3,113,"2021-04-19","Chinos"
2782,318,3,106,"2021-04-19","Wool"
2783,93,1,93,"2021-04-19","Joggers"
2784,282,3,94,"2021-04-19","Henley"
2785,312,3,104,"2021-04-19","Dress"
2786,210,2,105,"2021-04-19","Pleated"
2787,96,1,96,"2021-03-02","Oxford Cloth"
2788,230,2,115,"2021-03-02","Cropped"
2789,119,1,119,"2021-03-02","Casual Slim Fit"
2790,204,2,102,"2021-03-02","Windbreaker"
2791,318,3,106,"2021-03-02","Chambray"
2792,212,2,106,"2021-03-02","Chambray"
2793,210,2,105,"2021-03-03","Cuban Collar"
2794,294,3,98,"2021-03-03","Camp Collared"
2795,196,2,98,"2021-03-03","Leather"
2796,100,1,100,"2021-03-03","Bomber"
2797,196,2,98,"2021-03-03","Leather"
2798,357,3,119,"2021-03-03","Trench Coat"
2799,194,2,97,"2021-03-03","Slim-Fit"
2800,182,2,91,"2021-05-28","Linen"
2801,200,2,100,"2021-05-28","Bomber"
2802,279,3,93,"2021-02-15","Joggers"
2803,94,1,94,"2021-02-15","Cords"
2804,339,3,113,"2021-02-15","Parka"
2805,218,2,109,"2021-09-19","Mandarin Collar"
2806,210,2,105,"2021-09-19","Pleated"
2807,282,3,94,"2021-09-19","Henley"
2808,336,3,112,"2021-09-19","Cardigan"
2809,318,3,106,"2021-09-19","Chambray"
2810,91,1,91,"2021-07-04","Pullover"
2811,270,3,90,"2021-07-04","Relaxed Leg"
2812,273,3,91,"2021-07-04","Linen"
2813,119,1,119,"2021-07-04","Casual Slim Fit"
2814,212,2,106,"2021-07-04","Wool"
2815,96,1,96,"2021-07-04","Drawstring"
2816,204,2,102,"2021-07-04","Windbreaker"
2817,106,1,106,"2021-08-23","Wool"
2818,351,3,117,"2021-08-23","Shearling"
2819,188,2,94,"2021-08-23","Cords"
2820,115,1,115,"2021-02-25","Cropped"
2821,117,1,117,"2021-02-25","Shearling"
2822,234,2,117,"2021-02-25","Shearling"
2823,112,1,112,"2021-02-25","Tracksuit Bottoms"
2824,112,1,112,"2021-02-25","Cardigan"
2825,104,1,104,"2021-07-24","Dress"
2826,182,2,91,"2021-07-24","Linen"
2827,288,3,96,"2021-07-24","Oxford Cloth"
2828,218,2,109,"2021-07-24","Peacoat"
2829,112,1,112,"2021-06-21","Tracksuit Bottoms"
2830,98,1,98,"2021-06-21","Leather"
2831,112,1,112,"2021-06-21","Tracksuit Bottoms"
2832,117,1,117,"2021-06-21","Shearling"
2833,192,2,96,"2021-06-21","Oxford Cloth"
2834,91,1,91,"2021-06-21","Pullover"
2835,97,1,97,"2021-06-21","Slim-Fit"
2836,234,2,117,"2021-01-09","Shearling"
2837,212,2,106,"2021-01-09","Wool"
2838,94,1,94,"2021-01-09","Henley"
2839,336,3,112,"2021-01-09","Cardigan"
2840,294,3,98,"2021-03-16","Camp Collared"
2841,339,3,113,"2021-03-16","Parka"
2842,98,1,98,"2021-03-16","Leather"
2843,224,2,112,"2021-03-16","Tracksuit Bottoms"
2844,107,1,107,"2021-03-09","Denim"
2845,184,2,92,"2021-03-09","Denim"
2846,184,2,92,"2021-03-09","Denim"
2847,98,1,98,"2021-03-09","Leather"
2848,288,3,96,"2021-03-09","Oxford Cloth"
2849,118,1,118,"2021-03-09","Puffer"
2850,336,3,112,"2021-03-09","Tracksuit Bottoms"
2851,273,3,91,"2021-03-09","Pullover"
2852,306,3,102,"2021-02-02","Windbreaker"
2853,186,2,93,"2021-02-02","Joggers"
2854,226,2,113,"2021-02-02","Chinos"
2855,315,3,105,"2021-02-02","Cuban Collar"
2856,357,3,119,"2021-02-02","Casual Slim Fit"
2857,93,1,93,"2021-02-02","Coach"
2858,212,2,106,"2021-01-01","Chambray"
2859,188,2,94,"2021-01-01","Cords"
2860,327,3,109,"2021-01-01","Mandarin Collar"
2861,354,3,118,"2021-01-01","Flannel"
2862,218,2,109,"2021-01-02","Peacoat"
2863,315,3,105,"2021-01-02","Cuban Collar"
2864,92,1,92,"2021-01-02","Denim"
2865,345,3,115,"2021-06-21","Cropped"
2866,90,1,90,"2021-06-21","Relaxed Leg"
2867,98,1,98,"2021-06-21","Camp Collared"
2868,109,1,109,"2021-08-14","Peacoat"
2869,182,2,91,"2021-08-14","Pullover"
2870,354,3,118,"2021-08-14","Flannel"
2871,196,2,98,"2021-08-14","Leather"
2872,93,1,93,"2021-04-26","Joggers"
2873,336,3,112,"2021-04-26","Cardigan"
2874,194,2,97,"2021-04-26","Slim-Fit"
2875,327,3,109,"2021-04-26","Peacoat"
2876,119,1,119,"2021-04-26","Casual Slim Fit"
2877,273,3,91,"2021-02-20","Pullover"
2878,224,2,112,"2021-02-20","Tracksuit Bottoms"
2879,188,2,94,"2021-02-20","Henley"
2880,279,3,93,"2021-02-20","Joggers"
2881,279,3,93,"2021-02-20","Joggers"
2882,294,3,98,"2021-02-20","Camp Collared"
2883,218,2,109,"2021-02-20","Peacoat"
2884,236,2,118,"2021-05-09","Puffer"
2885,214,2,107,"2021-05-09","Denim"
2886,106,1,106,"2021-05-09","Wool"
2887,184,2,92,"2021-05-09","Denim"
2888,94,1,94,"2021-05-09","Cords"
2889,186,2,93,"2021-05-09","Joggers"
2890,273,3,91,"2021-05-09","Pullover"
2891,91,1,91,"2021-05-09","Pullover"
2892,102,1,102,"2021-05-09","Cargo Pants"
2893,282,3,94,"2021-05-09","Cords"
2894,212,2,106,"2021-03-28","Chambray"
2895,212,2,106,"2021-03-28","Wool"
2896,118,1,118,"2021-03-28","Puffer"
2897,93,1,93,"2021-03-28","Joggers"
2898,104,1,104,"2021-03-28","Dress"
2899,107,1,107,"2021-03-28","Denim"
2900,214,2,107,"2021-04-30","Denim"
2901,208,2,104,"2021-04-30","Dress"
2902,182,2,91,"2021-04-30","Linen"
2903,93,1,93,"2021-04-30","Coach"
2904,238,2,119,"2021-05-09","Trench Coat"
2905,92,1,92,"2021-05-09","Denim"
2906,186,2,93,"2021-05-09","Joggers"
2907,210,2,105,"2021-05-09","Cuban Collar"
2908,318,3,106,"2021-09-03","Chambray"
2909,192,2,96,"2021-09-03","Oxford Cloth"
2910,218,2,109,"2021-09-03","Mandarin Collar"
2911,109,1,109,"2021-09-03","Mandarin Collar"
2912,112,1,112,"2021-09-03","Cardigan"
2913,226,2,113,"2021-09-03","Parka"
2914,273,3,91,"2021-04-07","Pullover"
2915,184,2,92,"2021-04-07","Denim"
2916,218,2,109,"2021-04-07","Mandarin Collar"
2917,318,3,106,"2021-04-07","Chambray"
2918,210,2,105,"2021-04-07","Cuban Collar"
2919,90,1,90,"2021-04-07","Relaxed Leg"
2920,212,2,106,"2021-04-07","Wool"
2921,102,1,102,"2021-04-07","Cargo Pants"
2922,91,1,91,"2021-04-07","Pullover"
2923,327,3,109,"2021-04-07","Peacoat"
2924,119,1,119,"2021-04-07","Trench Coat"
2925,94,1,94,"2021-06-29","Henley"
2926,234,2,117,"2021-06-29","Shearling"
2927,186,2,93,"2021-06-29","Coach"
2928,200,2,100,"2021-06-29","Bomber"
2929,214,2,107,"2021-03-20","Denim"
2930,188,2,94,"2021-03-20","Cords"
2931,354,3,118,"2021-03-20","Puffer"
2932,238,2,119,"2021-03-20","Casual Slim Fit"
2933,109,1,109,"2021-03-20","Mandarin Collar"
2934,312,3,104,"2021-02-27","Dress"
2935,238,2,119,"2021-02-27","Casual Slim Fit"
2936,234,2,117,"2021-02-27","Shearling"
2937,306,3,102,"2021-02-27","Windbreaker"
2938,192,2,96,"2021-02-27","Drawstring"
2939,210,2,105,"2021-02-27","Pleated"
2940,100,1,100,"2021-02-27","Bomber"
2941,230,2,115,"2021-02-27","Cropped"
2942,204,2,102,"2021-09-08","Windbreaker"
2943,95,1,95,"2021-09-08","Polo"
2944,180,2,90,"2021-09-08","Relaxed Leg"
2945,282,3,94,"2021-09-08","Henley"
2946,336,3,112,"2021-09-08","Tracksuit Bottoms"
2947,107,1,107,"2021-09-08","Denim"
2948,109,1,109,"2021-05-26","Mandarin Collar"
2949,234,2,117,"2021-05-26","Shearling"
2950,105,1,105,"2021-05-26","Cuban Collar"
2951,192,2,96,"2021-05-26","Oxford Cloth"
2952,180,2,90,"2021-05-26","Relaxed Leg"
2953,218,2,109,"2021-06-25","Peacoat"
2954,100,1,100,"2021-06-25","Bomber"
2955,106,1,106,"2021-06-25","Wool"
2956,194,2,97,"2021-06-25","Slim-Fit"
2957,210,2,105,"2021-06-25","Cuban Collar"
2958,92,1,92,"2021-06-25","Denim"
2959,210,2,105,"2021-06-25","Pleated"
2960,285,3,95,"2021-06-25","Polo"
2961,119,1,119,"2021-06-25","Casual Slim Fit"
2962,354,3,118,"2021-06-25","Puffer"
2963,186,2,93,"2021-07-06","Joggers"
2964,188,2,94,"2021-07-06","Henley"
2965,192,2,96,"2021-07-06","Drawstring"
2966,119,1,119,"2021-07-06","Casual Slim Fit"
2967,336,3,112,"2021-06-18","Tracksuit Bottoms"
2968,119,1,119,"2021-06-29","Casual Slim Fit"
2969,113,1,113,"2021-06-29","Parka"
2970,306,3,102,"2021-06-29","Cargo Pants"
2971,204,2,102,"2021-06-29","Windbreaker"
2972,105,1,105,"2021-06-29","Cuban Collar"
2973,194,2,97,"2021-06-29","Slim-Fit"
2974,306,3,102,"2021-06-29","Windbreaker"
2975,230,2,115,"2021-06-29","Cropped"
2976,200,2,100,"2021-06-29","Bomber"
2977,339,3,113,"2021-06-29","Chinos"
2978,97,1,97,"2021-02-21","Slim-Fit"
2979,106,1,106,"2021-02-21","Wool"
2980,94,1,94,"2021-02-21","Henley"
2981,113,1,113,"2021-02-21","Parka"
2982,102,1,102,"2021-02-21","Cargo Pants"
2983,288,3,96,"2021-02-21","Drawstring"
2984,354,3,118,"2021-02-21","Puffer"
2985,100,1,100,"2021-06-14","Bomber"
2986,112,1,112,"2021-06-14","Cardigan"
2987,236,2,118,"2021-06-14","Puffer"
2988,236,2,118,"2021-06-14","Flannel"
2989,297,3,99,"2021-06-14","High-Waisted"
2990,270,3,90,"2021-03-09","Relaxed Leg"
2991,196,2,98,"2021-06-13","Leather"
2992,105,1,105,"2021-06-13","Cuban Collar"
2993,180,2,90,"2021-08-04","Relaxed Leg"
2994,186,2,93,"2021-09-23","Coach"
2995,288,3,96,"2021-09-23","Oxford Cloth"
2996,270,3,90,"2021-09-23","Relaxed Leg"
2997,115,1,115,"2021-09-23","Cropped"
2998,106,1,106,"2021-09-23","Wool"
2999,115,1,115,"2021-09-15","Cropped"
3000,182,2,91,"2021-09-15","Linen"
3001,327,3,109,"2021-09-15","Peacoat"
3002,194,2,97,"2021-06-13","Slim-Fit"
3003,95,1,95,"2021-06-13","Polo"
3004,339,3,113,"2021-06-13","Parka"
3005,218,2,109,"2021-06-13","Mandarin Collar"
3006,306,3,102,"2021-06-13","Windbreaker"
3007,297,3,99,"2021-02-14","High-Waisted"
3008,118,1,118,"2021-02-14","Flannel"
3009,198,2,99,"2021-08-30","High-Waisted"
3010,282,3,94,"2021-07-20","Cords"
3011,91,1,91,"2021-07-20","Linen"
3012,182,2,91,"2021-07-20","Linen"
3013,97,1,97,"2021-07-20","Slim-Fit"
3014,184,2,92,"2021-07-20","Denim"
3015,196,2,98,"2021-07-20","Camp Collared"
3016,300,3,100,"2021-08-20","Bomber"
3017,318,3,106,"2021-08-20","Chambray"
3018,182,2,91,"2021-08-20","Linen"
3019,95,1,95,"2021-01-31","Polo"
3020,282,3,94,"2021-01-31","Henley"
3021,91,1,91,"2021-01-31","Linen"
3022,236,2,118,"2021-01-31","Puffer"
3023,354,3,118,"2021-01-31","Puffer"
3024,91,1,91,"2021-01-31","Pullover"
3025,279,3,93,"2021-10-19","Joggers"
3026,236,2,118,"2021-10-19","Puffer"
3027,297,3,99,"2021-10-19","High-Waisted"
3028,188,2,94,"2021-10-19","Cords"
3029,106,1,106,"2021-10-19","Wool"
3030,300,3,100,"2021-08-13","Bomber"
3031,285,3,95,"2021-08-13","Polo"
3032,196,2,98,"2021-04-22","Leather"
3033,294,3,98,"2021-04-22","Camp Collared"
3034,282,3,94,"2021-04-22","Cords"
3035,98,1,98,"2021-04-22","Camp Collared"
3036,270,3,90,"2021-04-22","Relaxed Leg"
3037,113,1,113,"2021-04-22","Chinos"
3038,102,1,102,"2021-08-04","Windbreaker"
3039,357,3,119,"2021-08-04","Casual Slim Fit"
3040,192,2,96,"2021-08-04","Drawstring"
3041,200,2,100,"2021-08-04","Bomber"
3042,200,2,100,"2021-05-01","Bomber"
3043,184,2,92,"2021-05-01","Denim"
3044,282,3,94,"2021-05-01","Cords"
3045,273,3,91,"2021-05-01","Linen"
3046,94,1,94,"2021-05-10","Cords"
3047,351,3,117,"2021-05-10","Shearling"
3048,279,3,93,"2021-05-10","Coach"
3049,119,1,119,"2021-05-23","Casual Slim Fit"
3050,91,1,91,"2021-05-23","Pullover"
3051,112,1,112,"2021-05-23","Cardigan"
3052,238,2,119,"2021-05-23","Casual Slim Fit"
3053,345,3,115,"2021-05-23","Cropped"
3054,321,3,107,"2021-05-23","Denim"
3055,192,2,96,"2021-04-18","Oxford Cloth"
3056,336,3,112,"2021-04-18","Cardigan"
3057,288,3,96,"2021-04-18","Oxford Cloth"
3058,118,1,118,"2021-04-18","Puffer"
3059,218,2,109,"2021-04-18","Peacoat"
3060,291,3,97,"2021-01-31","Slim-Fit"
3061,306,3,102,"2021-01-31","Windbreaker"
3062,315,3,105,"2021-01-31","Pleated"
3063,119,1,119,"2021-01-31","Casual Slim Fit"
3064,182,2,91,"2021-01-31","Pullover"
3065,224,2,112,"2021-05-13","Cardigan"
3066,212,2,106,"2021-05-13","Chambray"
3067,112,1,112,"2021-05-13","Tracksuit Bottoms"
3068,321,3,107,"2021-05-13","Denim"
3069,194,2,97,"2021-08-30","Slim-Fit"
3070,113,1,113,"2021-08-30","Parka"
3071,94,1,94,"2021-08-30","Cords"
3072,357,3,119,"2021-08-30","Trench Coat"
3073,192,2,96,"2021-08-30","Oxford Cloth"
3074,113,1,113,"2021-08-30","Chinos"
3075,92,1,92,"2021-02-25","Denim"
3076,285,3,95,"2021-02-25","Polo"
3077,96,1,96,"2021-02-25","Drawstring"
3078,357,3,119,"2021-07-19","Casual Slim Fit"
3079,94,1,94,"2021-07-19","Henley"
3080,218,2,109,"2021-07-19","Mandarin Collar"
3081,279,3,93,"2021-07-19","Coach"
3082,112,1,112,"2021-07-19","Cardigan"
3083,119,1,119,"2021-07-16","Casual Slim Fit"
3084,118,1,118,"2021-07-16","Puffer"
3085,285,3,95,"2021-07-16","Polo"
3086,118,1,118,"2021-07-16","Puffer"
3087,119,1,119,"2021-05-16","Trench Coat"
3088,318,3,106,"2021-05-16","Chambray"
3089,339,3,113,"2021-05-16","Parka"
3090,204,2,102,"2021-05-16","Windbreaker"
3091,96,1,96,"2021-10-20","Drawstring"
3092,106,1,106,"2021-10-20","Wool"
3093,188,2,94,"2021-10-20","Henley"
3094,109,1,109,"2021-03-19","Mandarin Collar"
3095,318,3,106,"2021-03-19","Chambray"
3096,339,3,113,"2021-03-19","Parka"
3097,282,3,94,"2021-03-19","Henley"
3098,336,3,112,"2021-03-19","Tracksuit Bottoms"
3099,180,2,90,"2021-03-19","Relaxed Leg"
3100,200,2,100,"2021-03-19","Bomber"
